post_id,data_postagem,tipo_conteudo,legenda,hashtags,curtidas,comentarios,alcance,impressoes,salvamentos,compartilhamentos,visualizacoes_video,seguidores,cliques_link,visitas_perfil,idade_media,genero_predominante,localizacao_principal
487,2025-03-21 16:47:55.304656267,image,Legenda sobre o post 487 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal487 #outrotema #marketingdigital #redessociais,716,23,6444,6444,120,63,,17008,63,284,38,Masculino,Outros
488,2025-03-21 19:01:56.826103926,carousel,Legenda sobre o post 488 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal488 #outrotema #marketingdigital #redessociais,4454,114,35632,35632,84,54,,17010,55,25,26,Feminino,São Paulo
489,2025-03-21 19:16:34.344836235,image,Legenda sobre o post 489 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal489 #outrotema #marketingdigital #redessociais,791,428,8701,17402,76,126,,17012,65,197,19,Feminino,São Paulo
490,2025-03-21 23:55:55.466235161,image,Legenda sobre o post 490 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal490 #outrotema #marketingdigital #redessociais,4864,158,34048,34048,1,38,,17014,30,41,22,Feminino,Belo Horizonte
491,2025-03-22 00:40:24.492805958,carousel,Legenda sobre o post 491 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal491 #outrotema #marketingdigital #redessociais,4088,385,81760,81760,132,99,,17016,28,98,33,Masculino,São Paulo
492,2025-03-22 01:27:21.512613297,image,Legenda sobre o post 492 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal492 #outrotema #marketingdigital #redessociais,610,192,1525,3050,65,149,,17018,56,299,38,Feminino,Rio de Janeiro
493,2025-03-22 03:42:02.220528841,image,Legenda sobre o post 493 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal493 #outrotema #marketingdigital #redessociais,3184,325,19104,38208,26,5,,17020,1,276,27,Feminino,São Paulo
494,2025-03-22 05:03:23.370832443,image,Legenda sobre o post 494 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal494 #outrotema #marketingdigital #redessociais,1912,101,17208,17208,101,75,,17022,36,101,25,Feminino,São Paulo
495,2025-03-22 05:53:02.680275440,video,Legenda sobre o post 495 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal495 #outrotema #marketingdigital #redessociais,2953,468,42818,85637,17,137,4895.0,17024,78,53,36,Feminino,Outros
496,2025-03-22 06:27:55.672475100,image,Legenda sobre o post 496 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal496 #outrotema #marketingdigital #redessociais,1069,128,28863,28863,15,82,,17026,57,190,29,Feminino,São Paulo
497,2025-03-22 08:20:32.874270916,image,Legenda sobre o post 497 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal497 #outrotema #marketingdigital #redessociais,4198,445,41980,83960,33,45,,17028,30,286,18,Masculino,Outros
498,2025-03-22 18:17:48.505100250,image,Legenda sobre o post 498 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal498 #outrotema #marketingdigital #redessociais,4576,278,27456,54912,76,75,,17030,42,99,25,Feminino,Outros
499,2025-03-22 18:46:24.787148476,image,Legenda sobre o post 499 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal499 #outrotema #marketingdigital #redessociais,1717,19,30906,30906,48,139,,17032,45,240,44,Feminino,Porto Alegre
500,2025-03-22 20:27:04.992399454,video,Legenda sobre o post 500 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal500 #outrotema #marketingdigital #redessociais,2999,308,19493,38987,12,117,11259.0,17034,6,159,29,Masculino,Outros
501,2025-03-22 22:28:35.742776632,image,Legenda sobre o post 501 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal501 #outrotema #marketingdigital #redessociais,2823,127,73398,73398,14,185,,17036,60,110,35,Feminino,São Paulo
502,2025-03-22 23:17:11.989954710,image,Legenda sobre o post 502 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal502 #outrotema #marketingdigital #redessociais,299,243,2990,5980,35,33,,17038,8,154,19,Feminino,Belo Horizonte
503,2025-03-23 02:07:58.426600933,image,Legenda sobre o post 503 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal503 #outrotema #marketingdigital #redessociais,4613,354,20758,41517,16,47,,17040,55,280,34,Feminino,Outros
504,2025-03-23 02:55:26.022283316,image,Legenda sobre o post 504 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal504 #outrotema #marketingdigital #redessociais,4633,100,41697,41697,70,148,,17042,29,290,32,Masculino,Outros
505,2025-03-23 06:34:24.324208260,image,Legenda sobre o post 505 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal505 #outrotema #marketingdigital #redessociais,823,100,23044,23044,2,97,,17044,66,158,37,Feminino,São Paulo
506,2025-03-23 07:13:05.951671839,reels,Legenda sobre o post 506 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal506 #outrotema #marketingdigital #redessociais,1186,6,10081,20162,107,126,1433.0,17046,27,132,44,Feminino,Outros
507,2025-03-23 09:07:58.602815866,reels,Legenda sobre o post 507 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal507 #outrotema #marketingdigital #redessociais,3832,215,22992,45984,135,135,9319.0,17048,26,85,37,Feminino,Porto Alegre
508,2025-03-23 09:12:16.481498003,carousel,Legenda sobre o post 508 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal508 #outrotema #marketingdigital #redessociais,4598,375,27588,27588,62,198,,17050,50,294,40,Feminino,Outros
509,2025-03-23 13:04:46.750942945,video,Legenda sobre o post 509 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal509 #outrotema #marketingdigital #redessociais,1165,451,15145,30290,64,120,1081.0,17052,14,28,35,Feminino,Rio de Janeiro
510,2025-03-23 16:23:23.739263296,reels,Legenda sobre o post 510 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal510 #outrotema #marketingdigital #redessociais,4106,468,94438,94438,102,170,1680.0,17054,59,59,21,Feminino,Outros
511,2025-03-23 17:10:11.883524418,image,Legenda sobre o post 511 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal511 #outrotema #marketingdigital #redessociais,4169,453,66704,66704,131,94,,17056,52,239,42,Masculino,Porto Alegre
512,2025-03-23 18:03:17.000538349,carousel,Legenda sobre o post 512 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal512 #outrotema #marketingdigital #redessociais,2545,94,22905,45810,18,23,,17058,77,189,28,Feminino,Porto Alegre
513,2025-03-23 21:48:58.330885887,reels,Legenda sobre o post 513 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal513 #outrotema #marketingdigital #redessociais,2173,9,13038,13038,33,154,8010.0,17060,79,179,38,Feminino,Outros
514,2025-03-24 03:51:41.784275055,image,Legenda sobre o post 514 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal514 #outrotema #marketingdigital #redessociais,4471,127,102833,102833,115,135,,17062,33,81,24,Masculino,São Paulo
515,2025-03-24 06:13:15.071660280,image,Legenda sobre o post 515 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal515 #outrotema #marketingdigital #redessociais,3201,6,27208,54417,145,73,,17064,37,298,19,Masculino,São Paulo
516,2025-03-24 15:57:51.857110500,video,Legenda sobre o post 516 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal516 #outrotema #marketingdigital #redessociais,2454,285,20859,41718,75,9,13512.0,17066,21,67,44,Feminino,Porto Alegre
517,2025-03-24 18:36:58.284888983,carousel,Legenda sobre o post 517 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal517 #outrotema #marketingdigital #redessociais,4874,288,38992,77984,4,78,,17068,2,251,30,Feminino,São Paulo
518,2025-03-24 20:33:47.851896286,video,Legenda sobre o post 518 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal518 #outrotema #marketingdigital #redessociais,2988,322,35856,71712,96,145,11038.0,17070,33,62,31,Feminino,Outros
519,2025-03-24 21:45:18.220931530,reels,Legenda sobre o post 519 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal519 #outrotema #marketingdigital #redessociais,4214,431,21070,42140,1,76,4382.0,17072,68,233,20,Feminino,Outros
520,2025-03-25 01:27:42.996924639,reels,Legenda sobre o post 520 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal520 #outrotema #marketingdigital #redessociais,2941,142,27939,55879,114,164,13316.0,17074,61,230,25,Feminino,Rio de Janeiro
521,2025-03-25 04:29:50.734251261,carousel,Legenda sobre o post 521 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal521 #outrotema #marketingdigital #redessociais,3899,30,46788,46788,70,48,,17076,14,172,26,Feminino,Rio de Janeiro
522,2025-03-25 04:58:57.731163263,image,Legenda sobre o post 522 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal522 #outrotema #marketingdigital #redessociais,1279,416,20464,20464,88,136,,17078,35,35,33,Feminino,Outros
523,2025-03-25 05:02:28.837188244,image,Legenda sobre o post 523 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal523 #outrotema #marketingdigital #redessociais,4967,410,144043,144043,122,165,,17080,72,62,42,Masculino,Outros
524,2025-03-25 07:07:04.028569460,carousel,Legenda sobre o post 524 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal524 #outrotema #marketingdigital #redessociais,601,198,13823,13823,30,116,,17082,22,250,20,Masculino,Rio de Janeiro
525,2025-03-25 11:05:41.895463705,reels,Legenda sobre o post 525 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal525 #outrotema #marketingdigital #redessociais,86,450,2150,2150,68,49,1439.0,17084,6,189,20,Masculino,São Paulo
526,2025-03-25 11:28:27.772522449,image,Legenda sobre o post 526 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal526 #outrotema #marketingdigital #redessociais,3074,468,16907,33814,55,27,,17086,37,19,19,Feminino,Outros
527,2025-03-25 15:40:43.591578245,reels,Legenda sobre o post 527 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal527 #outrotema #marketingdigital #redessociais,111,302,2664,2664,0,57,635.0,17088,68,242,41,Feminino,Rio de Janeiro
528,2025-03-25 17:12:54.243381262,image,Legenda sobre o post 528 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal528 #outrotema #marketingdigital #redessociais,2213,485,32088,64177,44,113,,17090,14,152,35,Feminino,São Paulo
529,2025-03-25 18:37:26.964590311,reels,Legenda sobre o post 529 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal529 #outrotema #marketingdigital #redessociais,3962,166,114898,114898,85,119,12339.0,17092,39,166,40,Masculino,São Paulo
530,2025-03-25 22:51:19.162005424,image,Legenda sobre o post 530 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal530 #outrotema #marketingdigital #redessociais,1101,191,3853,7707,90,167,,17094,52,245,31,Masculino,São Paulo
531,2025-03-25 22:53:59.049187183,carousel,Legenda sobre o post 531 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal531 #outrotema #marketingdigital #redessociais,3452,383,24164,48328,34,114,,17096,72,130,27,Feminino,Rio de Janeiro
532,2025-03-25 22:59:54.816252470,video,Legenda sobre o post 532 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal532 #outrotema #marketingdigital #redessociais,148,278,3700,3700,108,19,8415.0,17098,3,157,37,Feminino,Porto Alegre
533,2025-03-26 05:28:19.638267279,reels,Legenda sobre o post 533 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal533 #outrotema #marketingdigital #redessociais,4420,47,97240,97240,101,136,8164.0,17100,59,266,30,Feminino,Outros
534,2025-03-26 08:52:54.191433668,video,Legenda sobre o post 534 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal534 #outrotema #marketingdigital #redessociais,1154,439,6924,6924,43,183,1147.0,17102,56,63,36,Feminino,Belo Horizonte
535,2025-03-26 09:49:42.186339617,video,Legenda sobre o post 535 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal535 #outrotema #marketingdigital #redessociais,1159,475,28975,28975,144,132,2417.0,17104,56,20,44,Masculino,Belo Horizonte
536,2025-03-26 12:48:32.384433508,image,Legenda sobre o post 536 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal536 #outrotema #marketingdigital #redessociais,3473,465,34730,69460,62,53,,17106,74,282,19,Feminino,Outros
537,2025-03-26 14:04:18.136509657,image,Legenda sobre o post 537 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal537 #outrotema #marketingdigital #redessociais,1506,10,43674,43674,87,3,,17108,10,26,38,Masculino,Outros
538,2025-03-26 15:48:59.190482855,reels,Legenda sobre o post 538 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal538 #outrotema #marketingdigital #redessociais,1972,156,31552,31552,73,148,13948.0,17110,39,39,39,Masculino,São Paulo
539,2025-03-26 16:45:58.036006212,reels,Legenda sobre o post 539 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal539 #outrotema #marketingdigital #redessociais,1525,370,16775,16775,87,49,10570.0,17112,30,217,22,Feminino,São Paulo
540,2025-03-26 16:55:34.948041201,video,Legenda sobre o post 540 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal540 #outrotema #marketingdigital #redessociais,1840,8,16560,16560,98,95,10636.0,17114,76,162,23,Feminino,São Paulo
541,2025-03-26 17:45:59.849475861,video,Legenda sobre o post 541 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal541 #outrotema #marketingdigital #redessociais,1261,300,20176,20176,64,138,2994.0,17116,21,293,26,Feminino,Porto Alegre
542,2025-03-26 18:37:49.984885454,image,Legenda sobre o post 542 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal542 #outrotema #marketingdigital #redessociais,1496,436,7480,7480,48,15,,17118,8,37,28,Masculino,Outros
543,2025-03-26 19:06:18.885521173,carousel,Legenda sobre o post 543 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal543 #outrotema #marketingdigital #redessociais,4090,131,51125,102250,78,17,,17120,69,151,26,Feminino,Rio de Janeiro
544,2025-03-26 21:03:40.215115786,carousel,Legenda sobre o post 544 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal544 #outrotema #marketingdigital #redessociais,2156,444,19404,38808,54,34,,17122,46,260,19,Masculino,Rio de Janeiro
545,2025-03-26 21:20:32.868864298,reels,Legenda sobre o post 545 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal545 #outrotema #marketingdigital #redessociais,1581,345,22134,22134,111,185,9711.0,17124,15,179,38,Feminino,Rio de Janeiro
546,2025-03-26 22:57:04.115146399,image,Legenda sobre o post 546 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal546 #outrotema #marketingdigital #redessociais,934,77,25218,25218,26,75,,17126,52,23,28,Masculino,Outros
547,2025-03-26 23:30:30.947650909,video,Legenda sobre o post 547 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal547 #outrotema #marketingdigital #redessociais,2920,160,18980,37960,9,185,11992.0,17128,50,135,42,Feminino,São Paulo
548,2025-03-27 00:18:55.943783522,image,Legenda sobre o post 548 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal548 #outrotema #marketingdigital #redessociais,3587,370,28696,28696,112,142,,17130,39,234,44,Feminino,São Paulo
549,2025-03-27 04:34:34.468522072,carousel,Legenda sobre o post 549 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal549 #outrotema #marketingdigital #redessociais,3582,254,30447,60894,20,49,,17132,27,271,19,Masculino,São Paulo
550,2025-03-27 04:37:32.243432999,image,Legenda sobre o post 550 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal550 #outrotema #marketingdigital #redessociais,4348,460,34784,69568,106,100,,17134,39,29,38,Masculino,Belo Horizonte
551,2025-03-27 06:56:04.146699429,carousel,Legenda sobre o post 551 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal551 #outrotema #marketingdigital #redessociais,186,68,2139,4278,144,101,,17136,69,144,44,Feminino,Porto Alegre
552,2025-03-27 07:51:16.337307930,image,Legenda sobre o post 552 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal552 #outrotema #marketingdigital #redessociais,1169,208,31563,31563,45,56,,17138,0,220,35,Feminino,São Paulo
553,2025-03-27 08:13:38.625905514,image,Legenda sobre o post 553 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal553 #outrotema #marketingdigital #redessociais,4368,320,61152,61152,142,54,,17140,27,132,20,Masculino,Outros
554,2025-03-27 08:43:53.940203905,image,Legenda sobre o post 554 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal554 #outrotema #marketingdigital #redessociais,908,346,8172,8172,28,16,,17142,45,232,34,Feminino,São Paulo
555,2025-03-27 13:54:01.668652296,image,Legenda sobre o post 555 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal555 #outrotema #marketingdigital #redessociais,2861,166,82969,82969,13,185,,17144,1,234,19,Masculino,São Paulo
556,2025-03-27 16:26:27.323638916,image,Legenda sobre o post 556 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal556 #outrotema #marketingdigital #redessociais,1848,315,25872,25872,27,148,,17146,32,139,26,Feminino,São Paulo
557,2025-03-27 16:50:24.571594000,image,Legenda sobre o post 557 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal557 #outrotema #marketingdigital #redessociais,3694,318,73880,73880,58,161,,17148,0,278,44,Masculino,Outros
558,2025-03-27 18:18:34.717424870,image,Legenda sobre o post 558 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal558 #outrotema #marketingdigital #redessociais,4994,425,54934,109868,11,177,,17150,21,120,32,Feminino,São Paulo
559,2025-03-27 21:46:55.516959666,carousel,Legenda sobre o post 559 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal559 #outrotema #marketingdigital #redessociais,4207,275,109382,109382,95,129,,17152,35,71,26,Feminino,Outros
560,2025-03-27 23:45:42.137568712,image,Legenda sobre o post 560 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal560 #outrotema #marketingdigital #redessociais,4397,224,61558,123116,28,193,,17154,13,123,32,Masculino,Rio de Janeiro
561,2025-03-28 01:54:05.083350420,reels,Legenda sobre o post 561 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal561 #outrotema #marketingdigital #redessociais,4532,448,24926,49852,11,198,9862.0,17156,53,30,39,Feminino,Rio de Janeiro
562,2025-03-28 02:16:09.257411241,carousel,Legenda sobre o post 562 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal562 #outrotema #marketingdigital #redessociais,3660,430,29280,29280,72,172,,17158,25,113,26,Feminino,Rio de Janeiro
563,2025-03-28 04:12:26.055680990,image,Legenda sobre o post 563 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal563 #outrotema #marketingdigital #redessociais,1132,196,16980,16980,107,8,,17160,74,138,42,Feminino,Rio de Janeiro
564,2025-03-28 04:49:23.940468311,reels,Legenda sobre o post 564 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal564 #outrotema #marketingdigital #redessociais,3271,442,49065,49065,24,17,12612.0,17162,62,61,40,Feminino,Rio de Janeiro
565,2025-03-28 07:52:55.304217339,carousel,Legenda sobre o post 565 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal565 #outrotema #marketingdigital #redessociais,3420,208,51300,51300,97,160,,17164,36,83,22,Feminino,Outros
566,2025-03-28 07:53:21.535595417,reels,Legenda sobre o post 566 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal566 #outrotema #marketingdigital #redessociais,1672,264,31768,31768,20,99,9416.0,17166,67,236,41,Masculino,São Paulo
567,2025-03-28 09:12:04.368992567,video,Legenda sobre o post 567 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal567 #outrotema #marketingdigital #redessociais,1315,243,14465,14465,67,164,11191.0,17168,22,293,18,Masculino,Porto Alegre
568,2025-03-28 10:43:03.260673761,carousel,Legenda sobre o post 568 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal568 #outrotema #marketingdigital #redessociais,1100,192,11000,22000,21,194,,17170,31,161,32,Feminino,Rio de Janeiro
569,2025-03-28 12:45:15.118394852,carousel,Legenda sobre o post 569 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal569 #outrotema #marketingdigital #redessociais,4904,469,58848,58848,38,41,,17172,54,145,18,Feminino,Rio de Janeiro
570,2025-03-28 21:14:07.971061468,image,Legenda sobre o post 570 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal570 #outrotema #marketingdigital #redessociais,4174,362,41740,41740,96,153,,17174,64,86,43,Feminino,São Paulo
571,2025-03-28 21:59:00.861547947,reels,Legenda sobre o post 571 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal571 #outrotema #marketingdigital #redessociais,1146,471,17190,17190,79,34,10641.0,17176,0,157,35,Feminino,Belo Horizonte
572,2025-03-29 00:36:04.663099051,reels,Legenda sobre o post 572 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal572 #outrotema #marketingdigital #redessociais,4745,362,118625,118625,139,31,957.0,17178,38,43,21,Feminino,Outros
573,2025-03-29 01:44:31.218279123,reels,Legenda sobre o post 573 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal573 #outrotema #marketingdigital #redessociais,954,388,10971,21942,107,140,1793.0,17180,70,238,40,Feminino,São Paulo
574,2025-03-29 01:57:43.359300375,reels,Legenda sobre o post 574 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal574 #outrotema #marketingdigital #redessociais,1174,254,6457,12914,46,173,4768.0,17182,42,126,27,Masculino,Rio de Janeiro
575,2025-03-29 02:33:04.779300451,image,Legenda sobre o post 575 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal575 #outrotema #marketingdigital #redessociais,315,47,5670,5670,107,81,,17184,16,285,38,Masculino,São Paulo
576,2025-03-29 04:17:07.595036745,reels,Legenda sobre o post 576 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal576 #outrotema #marketingdigital #redessociais,2164,180,47608,47608,126,98,6025.0,17186,60,12,27,Feminino,Porto Alegre
577,2025-03-29 05:25:51.275387526,image,Legenda sobre o post 577 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal577 #outrotema #marketingdigital #redessociais,4547,53,59111,59111,68,54,,17188,50,262,29,Feminino,São Paulo
578,2025-03-29 05:59:47.057518005,image,Legenda sobre o post 578 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal578 #outrotema #marketingdigital #redessociais,4170,168,41700,41700,81,51,,17190,53,289,25,Masculino,Belo Horizonte
579,2025-03-29 06:44:40.616363049,image,Legenda sobre o post 579 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal579 #outrotema #marketingdigital #redessociais,2322,215,67338,67338,120,78,,17192,7,51,18,Feminino,Belo Horizonte
580,2025-03-29 08:33:03.875066280,carousel,Legenda sobre o post 580 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal580 #outrotema #marketingdigital #redessociais,1742,32,47034,47034,107,186,,17194,62,204,28,Feminino,Belo Horizonte
581,2025-03-29 11:46:17.811017990,carousel,Legenda sobre o post 581 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal581 #outrotema #marketingdigital #redessociais,4463,139,124964,124964,53,155,,17196,44,106,43,Masculino,Rio de Janeiro
582,2025-03-29 11:51:47.186222553,video,Legenda sobre o post 582 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal582 #outrotema #marketingdigital #redessociais,253,49,1644,3289,12,83,7914.0,17198,5,95,21,Feminino,São Paulo
583,2025-03-29 15:45:48.840767622,image,Legenda sobre o post 583 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal583 #outrotema #marketingdigital #redessociais,1783,328,19613,19613,122,91,,17200,11,103,37,Masculino,Belo Horizonte
584,2025-03-29 16:09:08.928884745,image,Legenda sobre o post 584 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal584 #outrotema #marketingdigital #redessociais,847,449,22022,22022,52,18,,17202,38,144,44,Feminino,Outros
585,2025-03-29 22:19:40.167500019,video,Legenda sobre o post 585 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal585 #outrotema #marketingdigital #redessociais,4783,125,69353,138707,97,104,207.0,17204,39,276,42,Feminino,Rio de Janeiro
586,2025-03-29 22:23:58.555981159,image,Legenda sobre o post 586 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal586 #outrotema #marketingdigital #redessociais,299,190,1495,1495,72,85,,17206,11,44,37,Feminino,Outros
587,2025-03-29 23:48:30.158640385,video,Legenda sobre o post 587 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal587 #outrotema #marketingdigital #redessociais,4638,465,106674,106674,58,160,14066.0,17208,26,165,36,Masculino,São Paulo
588,2025-03-30 03:54:17.607132196,image,Legenda sobre o post 588 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal588 #outrotema #marketingdigital #redessociais,1847,159,9235,9235,94,123,,17210,48,54,20,Feminino,Porto Alegre
589,2025-03-30 04:01:13.565087557,carousel,Legenda sobre o post 589 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal589 #outrotema #marketingdigital #redessociais,2821,228,14105,28210,110,113,,17212,6,298,20,Feminino,Belo Horizonte
590,2025-03-30 05:24:03.462348223,reels,Legenda sobre o post 590 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal590 #outrotema #marketingdigital #redessociais,877,325,4385,8770,54,64,14606.0,17214,60,57,28,Feminino,São Paulo
591,2025-03-30 05:30:24.213451624,reels,Legenda sobre o post 591 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal591 #outrotema #marketingdigital #redessociais,1010,459,5050,10100,136,144,13492.0,17216,47,284,25,Feminino,São Paulo
592,2025-03-30 09:33:49.363920212,image,Legenda sobre o post 592 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal592 #outrotema #marketingdigital #redessociais,2895,90,7237,14475,39,0,,17218,47,55,40,Feminino,Outros
593,2025-03-30 12:48:52.354960680,image,Legenda sobre o post 593 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal593 #outrotema #marketingdigital #redessociais,2914,285,46624,46624,45,116,,17220,56,125,32,Feminino,Belo Horizonte
594,2025-03-30 13:40:03.222084284,image,Legenda sobre o post 594 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal594 #outrotema #marketingdigital #redessociais,3555,209,51547,103095,118,64,,17222,33,43,42,Masculino,São Paulo
595,2025-03-31 01:51:41.255783558,video,Legenda sobre o post 595 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal595 #outrotema #marketingdigital #redessociais,2098,237,41960,41960,107,163,1098.0,17224,59,252,38,Masculino,São Paulo
596,2025-03-31 02:30:30.713481665,image,Legenda sobre o post 596 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal596 #outrotema #marketingdigital #redessociais,2792,411,32108,64216,80,108,,17226,56,99,31,Feminino,Outros
597,2025-03-31 08:19:18.526462078,carousel,Legenda sobre o post 597 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal597 #outrotema #marketingdigital #redessociais,2240,274,64960,64960,140,42,,17228,77,246,21,Feminino,Rio de Janeiro
598,2025-03-31 08:34:29.738037825,video,Legenda sobre o post 598 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal598 #outrotema #marketingdigital #redessociais,1279,10,35812,35812,7,52,8321.0,17230,41,29,35,Feminino,Outros
599,2025-03-31 10:47:53.615264416,image,Legenda sobre o post 599 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal599 #outrotema #marketingdigital #redessociais,4410,194,63945,127890,16,119,,17232,79,173,42,Masculino,São Paulo
600,2025-03-31 18:23:13.610171080,carousel,Legenda sobre o post 600 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal600 #outrotema #marketingdigital #redessociais,2943,61,29430,58860,126,2,,17234,53,74,42,Feminino,Belo Horizonte
601,2025-03-31 22:20:15.065236091,reels,Legenda sobre o post 601 com um texto bacana e alguns emojis. 🤩,#hashtagprincipal601 #outrotema #marketingdigital #redessociais,476,229,4284,4284,61,25,8544.0,17236,79,268,32,Feminino,Rio de Janeiro
